age,revenu_mensuel,anciennete_emploi,type_contrat,montant_demande,duree_pret_mois,nb_credits_actuels,historique_credit,apport_personnel,situation_familiale,nb_personnes_charge,credit_accorde
60,91000,14.0,CDD,2580000,84,1,Bon,790000.0,Marié,1,1
55,674000,25.0,Indépendant,17300000,60,0,Moyen,6060000.0,Célibataire,1,1
22,634000,11.0,Indépendant,14630000,24,3,Bon,50000.0,Marié,2,0
37,459000,22.0,CDD,8290000,84,0,Mauvais,3020000.0,Marié,1,1
24,217000,21.0,CDD,5270000,120,2,Bon,460000.0,Célibataire,0,1
61,475000,2.0,CDI,14520000,12,1,Bon,5690000.0,Marié,2,0
55,515000,,Indépendant,5230000,36,2,Bon,990000.0,Marié,4,1
31,80000,18.0,CDI,1310000,12,1,Mauvais,520000.0,Célibataire,4,0
55,468000,16.0,Indépendant,4640000,60,0,Bon,880000.0,Célibataire,2,1
26,173000,29.0,CDI,1780000,120,2,Moyen,320000.0,Célibataire,4,1
23,183000,5.0,Indépendant,1970000,12,3,Bon,740000.0,Célibataire,1,0
61,879000,27.0,CDD,26190000,84,0,Bon,3700000.0,Divorcé,2,1
31,103000,3.0,CDD,890000,84,3,Moyen,90000.0,Marié,1,0
40,955000,8.0,CDI,34980000,60,1,Bon,370000.0,Marié,0,1
26,446000,0.0,Indépendant,5720000,12,1,Moyen,1250000.0,Marié,0,0
33,376000,27.0,Indépendant,2070000,60,1,Bon,530000.0,Célibataire,2,1
21,581000,19.0,CDI,12560000,36,1,Moyen,2150000.0,Marié,1,1
45,289000,7.0,CDI,7460000,60,1,Bon,410000.0,Marié,1,1
38,416000,27.0,CDI,16080000,36,0,Bon,3160000.0,Marié,1,1
40,279000,1.0,Indépendant,3970000,12,1,Moyen,230000.0,Célibataire,1,0
51,363000,5.0,CDD,2870000,120,0,Bon,190000.0,Célibataire,0,1
49,356000,27.0,Indépendant,3810000,120,0,Moyen,400000.0,Divorcé,1,1
26,477000,4.0,CDD,15220000,36,2,Mauvais,6080000.0,Célibataire,1,0
23,252000,11.0,Indépendant,7920000,12,0,Bon,1840000.0,Divorcé,0,0
45,151000,20.0,CDD,2520000,60,0,Bon,620000.0,Marié,0,1
58,237000,8.0,CDI,3180000,48,0,Bon,290000.0,Divorcé,4,1
46,734000,7.0,CDI,18700000,84,2,Moyen,2070000.0,Célibataire,0,1
26,242000,24.0,CDD,2820000,120,0,Moyen,190000.0,Célibataire,1,1
37,596000,17.0,Indépendant,8230000,24,1,Mauvais,2030000.0,Marié,4,1
52,89000,20.0,CDD,3550000,120,1,Bon,620000.0,Célibataire,1,1
51,220000,16.0,Indépendant,5170000,12,0,Moyen,10000.0,Marié,0,0
36,187000,18.0,CDD,7450000,36,1,Mauvais,2050000.0,Célibataire,0,0
23,214000,11.0,CDI,4890000,48,3,Moyen,250000.0,Célibataire,1,0
22,279000,1.0,Fonctionnaire,2320000,120,0,Moyen,790000.0,Divorcé,0,1
30,211000,29.0,Fonctionnaire,3080000,12,2,Bon,70000.0,Marié,1,0
31,254000,25.0,CDD,7320000,36,2,Moyen,2420000.0,Marié,2,0
31,399000,19.0,CDD,6310000,84,1,Moyen,570000.0,Marié,2,1
57,912000,10.0,Fonctionnaire,16430000,48,3,Mauvais,4790000.0,Célibataire,1,1
28,185000,12.0,CDD,5380000,84,2,Bon,1630000.0,Célibataire,1,1
24,527000,20.0,Indépendant,3360000,36,0,Bon,1340000.0,Marié,0,1
54,171000,14.0,CDI,5600000,12,1,Bon,2040000.0,Divorcé,1,0
25,467000,29.0,CDD,7650000,120,1,Mauvais,610000.0,Marié,1,1
39,80000,4.0,CDD,2810000,84,0,Bon,960000.0,Marié,3,0
34,80000,26.0,CDD,1950000,48,0,Moyen,30000.0,Célibataire,0,1
27,290000,14.0,CDI,8380000,36,0,Bon,2450000.0,Célibataire,1,1
35,135000,3.0,CDD,870000,36,0,Mauvais,300000.0,Marié,2,0
42,328000,25.0,Indépendant,12970000,48,1,Bon,4870000.0,Marié,3,0
36,175000,17.0,CDD,6490000,12,0,Bon,400000.0,Célibataire,1,0
52,460000,16.0,CDD,15780000,36,2,Bon,5080000.0,Divorcé,1,0
52,245000,17.0,CDD,3630000,36,1,Mauvais,90000.0,Marié,4,0
58,663000,29.0,CDD,20830000,12,3,Bon,1730000.0,Marié,0,0
52,176000,12.0,CDI,1710000,36,1,,180000.0,Célibataire,2,1
28,346000,19.0,CDD,5230000,84,0,Bon,270000.0,Marié,1,1
57,265000,1.0,Indépendant,9900000,12,2,Bon,2170000.0,Divorcé,1,0
63,204000,0.0,Indépendant,8150000,36,1,Bon,1200000.0,Célibataire,1,0
52,156000,10.0,CDD,3880000,60,1,Bon,540000.0,Marié,0,1
50,810000,25.0,Indépendant,26180000,48,1,Bon,8510000.0,Marié,0,1
58,466000,6.0,Indépendant,14680000,120,0,Bon,2890000.0,Marié,2,1
57,182000,4.0,Indépendant,5850000,12,0,Bon,680000.0,Marié,1,0
23,946000,11.0,CDD,21120000,24,0,Bon,770000.0,Célibataire,0,1
46,264000,24.0,CDD,6670000,48,1,,280000.0,Célibataire,2,0
60,155000,12.0,Indépendant,5730000,12,1,Bon,1620000.0,Marié,2,0
48,162000,19.0,CDI,6280000,60,1,Bon,1330000.0,Célibataire,0,1
52,733000,1.0,CDD,5350000,84,1,Moyen,1420000.0,Célibataire,0,1
62,317000,21.0,CDD,2130000,60,2,Mauvais,740000.0,Marié,1,1
25,221000,25.0,CDD,7930000,48,1,Bon,1130000.0,Célibataire,0,0
27,256000,29.0,Indépendant,10150000,84,3,Bon,2530000.0,Marié,2,1
34,463000,13.0,CDD,15620000,48,1,Bon,4680000.0,Marié,1,1
33,390000,18.0,Indépendant,9600000,120,1,Bon,120000.0,Célibataire,0,1
36,80000,17.0,CDD,940000,120,1,Moyen,210000.0,Marié,2,1
49,396000,3.0,CDD,2380000,60,0,Bon,780000.0,Célibataire,1,1
36,140000,9.0,CDI,2740000,84,0,Bon,140000.0,Divorcé,1,1
34,318000,27.0,Indépendant,7210000,60,2,Moyen,710000.0,Célibataire,1,1
60,320000,16.0,CDD,3310000,48,0,Bon,10000.0,Marié,1,1
47,129000,12.0,CDI,2720000,120,1,Moyen,1000000.0,Marié,2,1
44,205000,13.0,CDD,7780000,24,2,Mauvais,2930000.0,Marié,2,0
46,495000,10.0,CDI,5700000,12,1,Moyen,1500000.0,Célibataire,1,0
37,203000,20.0,CDD,7570000,48,2,Bon,170000.0,Marié,1,0
44,444000,7.0,Indépendant,17260000,120,1,Bon,2650000.0,Célibataire,1,1
32,389000,20.0,CDD,4100000,60,1,Mauvais,950000.0,Célibataire,2,1
31,302000,12.0,Fonctionnaire,5960000,120,2,Moyen,630000.0,Marié,2,1
49,260000,27.0,CDI,1930000,84,1,Bon,60000.0,Divorcé,1,1
45,291000,18.0,CDD,10390000,36,2,Moyen,3810000.0,Marié,1,0
24,406000,23.0,CDI,11160000,48,2,Bon,2990000.0,Marié,2,1
28,677000,12.0,Indépendant,25400000,36,1,Moyen,1750000.0,Marié,0,0
28,165000,29.0,Indépendant,6090000,12,3,Bon,1660000.0,Célibataire,2,0
49,250000,18.0,CDI,9540000,120,1,Bon,10000.0,Célibataire,3,1
64,107000,19.0,CDD,4200000,24,4,Bon,850000.0,Célibataire,2,0
64,157000,28.0,CDD,4480000,24,2,Moyen,1010000.0,Célibataire,1,0
61,386000,15.0,Fonctionnaire,5060000,48,2,Bon,910000.0,Divorcé,1,1
45,965000,6.0,CDD,30470000,120,2,Bon,3350000.0,Marié,1,1
30,500000,8.0,CDD,14930000,24,2,Moyen,5380000.0,Célibataire,2,0
42,522000,2.0,Fonctionnaire,13800000,36,3,Bon,4460000.0,Marié,2,0
24,260000,16.0,Fonctionnaire,5260000,48,2,Moyen,580000.0,Célibataire,2,1
49,473000,20.0,CDI,18080000,36,0,Bon,4830000.0,Marié,1,1
58,346000,11.0,CDD,13800000,36,1,Bon,,Célibataire,5,0
50,785000,26.0,CDI,15310000,120,0,Mauvais,2340000.0,Marié,1,1
56,422000,25.0,CDD,10710000,48,1,Bon,3040000.0,Divorcé,0,1
64,439000,15.0,CDI,2790000,12,1,Moyen,150000.0,Divorcé,1,1
46,164000,7.0,CDI,5260000,36,2,Bon,1860000.0,Célibataire,3,0
42,622000,24.0,CDI,14070000,24,0,Moyen,1710000.0,Célibataire,3,1
64,267000,27.0,CDD,10320000,24,2,Bon,3050000.0,Célibataire,2,0
26,83000,28.0,CDD,1850000,120,4,Bon,260000.0,Marié,1,1
54,85000,24.0,Indépendant,490000,12,0,Bon,190000.0,Marié,0,1
34,722000,17.0,CDD,20230000,48,1,Mauvais,3790000.0,Marié,1,1
63,109000,3.0,CDD,1690000,84,0,Moyen,590000.0,Célibataire,0,1
42,117000,15.0,Fonctionnaire,1970000,12,1,Moyen,,Célibataire,1,0
35,318000,9.0,CDI,1710000,60,3,Bon,420000.0,Marié,0,1
55,175000,20.0,CDI,1130000,120,0,Moyen,270000.0,Divorcé,1,1
23,423000,13.0,CDI,3740000,60,1,Mauvais,340000.0,Célibataire,3,1
36,476000,4.0,CDI,6560000,120,2,Bon,2340000.0,Célibataire,1,1
50,448000,26.0,Fonctionnaire,6000000,36,2,Bon,1030000.0,Marié,2,1
62,257000,10.0,Fonctionnaire,3750000,60,1,Bon,590000.0,Divorcé,2,1
60,308000,21.0,CDD,10610000,120,1,Moyen,230000.0,Célibataire,3,1
36,258000,21.0,CDI,5560000,24,3,Mauvais,1880000.0,Marié,0,0
37,133000,25.0,CDD,4380000,12,0,Bon,1380000.0,Célibataire,0,0
55,220000,0.0,CDD,3020000,48,2,Bon,610000.0,Marié,4,0
63,241000,3.0,CDI,7210000,12,1,Bon,2790000.0,Marié,2,0
22,222000,11.0,Fonctionnaire,1330000,84,2,Mauvais,320000.0,Marié,1,1
33,306000,2.0,CDD,1930000,36,1,Bon,200000.0,Marié,2,1
29,325000,14.0,CDD,11360000,120,3,Moyen,3260000.0,Célibataire,3,0
22,382000,8.0,CDD,14410000,48,0,Moyen,150000.0,Divorcé,2,0
30,457000,13.0,CDD,16480000,36,2,Bon,1680000.0,Marié,0,0
33,245000,4.0,CDI,2360000,36,1,Mauvais,120000.0,Divorcé,2,0
54,117000,12.0,Indépendant,1110000,120,0,Moyen,310000.0,Marié,1,1
36,1094000,23.0,Indépendant,17340000,48,1,Mauvais,800000.0,Célibataire,1,1
42,301000,8.0,Indépendant,2970000,60,1,Bon,110000.0,Marié,1,1
62,445000,6.0,CDI,10820000,84,1,Moyen,3430000.0,Marié,3,1
40,397000,22.0,CDD,13400000,36,2,Bon,210000.0,Célibataire,1,0
51,348000,15.0,CDI,11430000,36,1,Moyen,1690000.0,Marié,1,0
37,683000,24.0,Indépendant,3650000,48,2,Bon,1170000.0,Marié,3,1
34,203000,27.0,Fonctionnaire,3600000,24,0,Moyen,1000000.0,Célibataire,1,1
32,496000,27.0,CDI,13120000,84,1,Bon,4700000.0,Marié,1,1
63,190000,4.0,CDI,2580000,48,3,Mauvais,920000.0,Célibataire,2,0
59,590000,20.0,CDD,10530000,48,0,Bon,2590000.0,Marié,2,1
54,327000,19.0,CDI,8140000,24,0,Bon,3130000.0,Célibataire,2,1
40,226000,16.0,Fonctionnaire,7600000,120,0,Bon,2680000.0,Marié,1,1
31,186000,18.0,Fonctionnaire,6860000,24,0,Bon,2310000.0,Divorcé,2,0
50,80000,16.0,CDI,2560000,48,0,Bon,230000.0,Célibataire,1,1
51,513000,29.0,CDI,5990000,48,1,Bon,720000.0,Divorcé,2,1
25,357000,20.0,Indépendant,3690000,48,2,Moyen,1220000.0,Marié,3,1
45,418000,7.0,CDI,14170000,84,3,Moyen,1170000.0,Célibataire,0,1
32,153000,29.0,CDI,4790000,60,1,Bon,1300000.0,Marié,2,1
43,296000,8.0,CDI,2670000,36,4,Moyen,460000.0,Célibataire,0,1
49,312000,15.0,CDI,4130000,48,0,Moyen,1150000.0,Célibataire,1,1
42,208000,16.0,CDD,4410000,120,1,Bon,1150000.0,Marié,2,1
39,138000,11.0,Indépendant,2760000,120,1,Bon,960000.0,Célibataire,1,1
28,126000,25.0,CDI,2250000,48,0,Mauvais,280000.0,Marié,3,1
64,299000,,CDI,6030000,36,1,Bon,40000.0,Célibataire,3,1
58,484000,16.0,CDI,18740000,24,1,Moyen,5380000.0,Divorcé,2,0
48,423000,28.0,CDI,9880000,84,0,Bon,90000.0,Célibataire,2,1
35,112000,23.0,CDI,3350000,48,0,Bon,400000.0,Marié,2,1
60,410000,20.0,CDI,12360000,60,0,Bon,4200000.0,Marié,1,1
47,109000,24.0,CDD,2710000,12,0,Mauvais,610000.0,Marié,1,0
54,506000,2.0,CDD,10750000,60,1,Bon,2860000.0,Marié,1,1
64,355000,1.0,CDI,3890000,24,3,Moyen,730000.0,Marié,1,0
53,118000,3.0,CDI,4360000,36,0,Moyen,20000.0,Marié,0,0
22,332000,20.0,Indépendant,7440000,60,3,Bon,1860000.0,Divorcé,1,1
24,114000,0.0,CDI,4120000,36,0,Bon,130000.0,Célibataire,4,0
61,217000,12.0,Indépendant,8510000,60,5,Bon,2580000.0,Marié,5,0
63,897000,16.0,CDI,25120000,120,2,Bon,3850000.0,Célibataire,0,1
36,378000,29.0,CDD,6450000,48,1,Bon,680000.0,Marié,2,1
55,144000,13.0,CDD,4620000,12,2,Mauvais,250000.0,Célibataire,2,0
47,726000,1.0,CDI,20710000,24,1,Bon,6930000.0,Marié,0,0
31,342000,6.0,CDD,2170000,36,2,Bon,820000.0,Célibataire,0,1
39,402000,23.0,CDD,11480000,120,1,Bon,2210000.0,Marié,3,1
37,324000,10.0,CDD,10410000,48,0,Moyen,700000.0,Marié,1,0
39,188000,0.0,CDD,4730000,24,2,Mauvais,1360000.0,Marié,0,0
31,825000,23.0,CDD,7310000,12,0,Bon,2690000.0,Célibataire,1,1
39,312000,8.0,CDI,2970000,60,0,Moyen,1190000.0,Marié,1,1
32,112000,6.0,CDD,620000,120,2,Mauvais,50000.0,Célibataire,0,0
53,129000,20.0,Indépendant,1840000,24,1,Bon,550000.0,Célibataire,4,0
62,679000,11.0,CDI,13240000,84,1,Bon,2530000.0,Divorcé,0,1
53,263000,23.0,Fonctionnaire,10510000,60,1,,4000000.0,Marié,2,1
37,337000,2.0,Fonctionnaire,10880000,48,3,Bon,2920000.0,Marié,3,0
42,255000,13.0,CDI,1290000,120,3,Moyen,250000.0,Célibataire,2,1
54,220000,21.0,CDD,6550000,84,2,Bon,1080000.0,Célibataire,0,1
32,668000,8.0,CDI,24850000,12,0,Bon,2070000.0,Marié,1,0
52,439000,7.0,Indépendant,11650000,84,1,Moyen,3950000.0,Célibataire,0,1
25,253000,15.0,Indépendant,5770000,48,2,Bon,460000.0,Marié,0,0
35,589000,6.0,Indépendant,21400000,12,0,Bon,5070000.0,Marié,2,0
25,308000,21.0,CDI,4120000,48,1,Bon,1470000.0,Marié,1,1
28,215000,25.0,Fonctionnaire,2890000,36,1,Bon,410000.0,Marié,2,1
63,470000,27.0,CDI,12880000,60,1,Moyen,1780000.0,Célibataire,3,1
64,192000,0.0,CDI,3620000,60,0,Bon,1160000.0,Marié,1,1
21,546000,25.0,CDI,12450000,12,0,Bon,3180000.0,Marié,2,0
63,658000,24.0,Indépendant,12660000,24,1,Bon,1750000.0,Marié,1,1
32,208000,19.0,CDI,8020000,120,1,Mauvais,3120000.0,Célibataire,1,1
37,275000,3.0,CDD,9300000,36,2,Bon,3130000.0,Célibataire,4,0
21,177000,,CDI,1530000,120,2,Moyen,530000.0,Célibataire,3,1
35,450000,4.0,Fonctionnaire,3000000,60,1,Bon,540000.0,Célibataire,1,1
22,382000,5.0,Fonctionnaire,8700000,84,0,Bon,1020000.0,Célibataire,1,1
42,219000,15.0,Indépendant,7560000,84,1,Bon,2400000.0,Célibataire,3,1
47,205000,28.0,CDI,4690000,48,2,Bon,1340000.0,Marié,1,1
38,681000,9.0,CDI,17680000,60,3,Bon,6420000.0,Marié,0,1
60,338000,,CDD,8690000,36,0,Bon,1830000.0,Marié,1,1
39,164000,20.0,CDI,5350000,12,0,Moyen,170000.0,Marié,1,0
44,623000,11.0,CDD,12420000,84,2,Bon,,Célibataire,2,1
27,724000,2.0,CDD,5830000,120,0,Moyen,2160000.0,Marié,2,1
41,382000,26.0,CDI,3590000,24,0,Moyen,690000.0,Marié,0,1
51,407000,19.0,CDD,10530000,36,1,Moyen,3750000.0,Marié,0,1
48,220000,7.0,Indépendant,3750000,120,0,Bon,530000.0,Marié,1,1
31,679000,9.0,Fonctionnaire,24580000,36,2,Moyen,3050000.0,Célibataire,0,0
55,781000,5.0,CDD,29020000,12,0,Bon,5970000.0,Célibataire,0,0
39,516000,28.0,CDI,14910000,84,1,Bon,80000.0,Marié,2,1
47,581000,15.0,Fonctionnaire,21090000,84,1,Moyen,1840000.0,Marié,1,1
31,372000,10.0,CDI,13200000,36,2,Moyen,510000.0,Divorcé,2,0
64,459000,27.0,CDD,5390000,48,1,,440000.0,Célibataire,1,1
46,80000,,CDI,2030000,36,2,Moyen,50000.0,Célibataire,0,0
35,284000,27.0,CDI,1700000,60,1,Bon,120000.0,Célibataire,0,1
31,82000,6.0,CDI,3150000,120,2,Bon,390000.0,Marié,0,1
40,197000,21.0,CDI,2410000,24,1,Bon,790000.0,Marié,4,1
33,503000,6.0,CDD,7660000,36,1,Mauvais,3020000.0,Marié,1,0
50,109000,18.0,CDI,2160000,48,2,Bon,760000.0,Marié,1,1
36,365000,24.0,CDD,2970000,24,0,Bon,1160000.0,Marié,0,1
64,784000,28.0,Fonctionnaire,13290000,24,0,Mauvais,4630000.0,Marié,1,1
25,387000,12.0,CDD,10550000,36,1,Bon,3260000.0,Marié,1,0
38,422000,19.0,Fonctionnaire,9080000,36,3,Bon,640000.0,Marié,2,1
42,80000,0.0,CDD,2240000,120,0,Bon,710000.0,Marié,2,0
55,366000,22.0,CDI,12380000,60,2,Mauvais,2050000.0,Célibataire,2,0
36,548000,14.0,CDD,16340000,24,0,Bon,4090000.0,Marié,3,0
53,933000,18.0,CDI,16510000,24,1,Moyen,6040000.0,Marié,2,1
42,94000,6.0,CDI,940000,120,4,Bon,20000.0,Célibataire,2,1
40,545000,17.0,CDD,9730000,84,1,Bon,120000.0,Marié,4,1
61,357000,24.0,Indépendant,7730000,84,0,Bon,980000.0,Célibataire,4,1
30,110000,27.0,CDI,830000,84,1,Bon,300000.0,Marié,2,1
25,241000,14.0,CDI,2440000,12,0,Bon,530000.0,Divorcé,2,0
35,339000,14.0,Indépendant,13520000,48,1,Bon,2010000.0,Divorcé,1,0
46,365000,22.0,CDI,2440000,60,0,Bon,450000.0,Marié,0,1
43,477000,6.0,Indépendant,3720000,120,0,Bon,360000.0,Marié,5,1
57,279000,23.0,CDI,5460000,60,1,Moyen,1240000.0,Célibataire,2,1
28,386000,6.0,Fonctionnaire,5140000,120,1,Bon,1710000.0,Célibataire,3,1
29,273000,19.0,CDD,7600000,120,1,Bon,2110000.0,Célibataire,1,1
35,289000,3.0,Indépendant,7410000,24,6,Moyen,1780000.0,Marié,1,0
41,177000,0.0,Indépendant,5090000,48,1,Moyen,1750000.0,Marié,1,0
48,251000,7.0,CDD,7170000,48,1,Bon,1100000.0,Célibataire,1,0
22,184000,15.0,CDI,2740000,24,1,Moyen,430000.0,Marié,1,0
62,319000,24.0,Indépendant,3890000,84,1,Bon,1470000.0,Marié,3,1
26,216000,25.0,Indépendant,5840000,24,1,Moyen,570000.0,Célibataire,3,0
57,103000,29.0,CDI,1640000,24,3,Bon,10000.0,Célibataire,5,0
27,257000,19.0,Indépendant,7360000,24,1,Bon,1360000.0,Marié,2,0
38,344000,23.0,CDD,10360000,48,1,Moyen,3550000.0,Célibataire,0,1
59,250000,7.0,Fonctionnaire,8380000,36,0,Moyen,1870000.0,Célibataire,1,0
23,652000,11.0,CDD,23460000,12,1,Moyen,5450000.0,Célibataire,1,0
39,137000,11.0,Fonctionnaire,3710000,48,0,Moyen,590000.0,Célibataire,1,0
51,193000,1.0,Fonctionnaire,7340000,36,1,Moyen,780000.0,Marié,0,0
29,488000,28.0,CDI,16230000,60,2,Bon,3780000.0,Célibataire,0,1
43,207000,3.0,Fonctionnaire,3020000,12,1,Bon,320000.0,Célibataire,1,0
37,380000,24.0,Indépendant,11500000,60,0,Moyen,4530000.0,Marié,1,1
34,195000,24.0,Indépendant,4570000,24,0,Bon,130000.0,Marié,0,0
50,166000,26.0,Fonctionnaire,4180000,84,1,Bon,1100000.0,Célibataire,2,1
24,421000,14.0,Indépendant,8460000,84,3,Bon,1790000.0,Marié,2,1
39,329000,8.0,Fonctionnaire,12730000,48,0,Bon,3500000.0,Divorcé,1,0
39,358000,17.0,CDI,10550000,84,2,Mauvais,2920000.0,Célibataire,1,1
51,513000,12.0,CDD,3320000,48,2,Moyen,610000.0,Célibataire,3,1
59,401000,23.0,Indépendant,6330000,24,0,Bon,2470000.0,Célibataire,1,1
39,317000,12.0,CDI,2470000,120,0,Moyen,440000.0,Marié,0,1
35,632000,13.0,CDI,17120000,120,0,Bon,910000.0,Divorcé,2,1
37,196000,15.0,Fonctionnaire,3160000,12,1,Mauvais,1110000.0,Marié,1,0
36,457000,18.0,Fonctionnaire,7970000,60,1,Bon,1300000.0,Marié,4,1
57,556000,9.0,CDI,20210000,24,2,Bon,5780000.0,Célibataire,2,0
34,574000,11.0,CDD,22750000,84,1,Moyen,7210000.0,Célibataire,2,1
24,230000,28.0,Indépendant,2100000,60,1,Bon,100000.0,Divorcé,1,1
38,437000,10.0,CDI,6000000,120,0,Moyen,1690000.0,Célibataire,1,1
37,564000,27.0,Fonctionnaire,3360000,120,0,Moyen,560000.0,Célibataire,0,1
52,204000,5.0,CDI,4060000,48,1,Mauvais,680000.0,Marié,0,0
26,359000,0.0,CDD,2660000,36,1,Bon,490000.0,Célibataire,1,1
25,757000,27.0,CDI,22900000,24,1,Bon,1050000.0,Célibataire,1,1
60,394000,22.0,Indépendant,12470000,12,2,Moyen,790000.0,Marié,2,0
25,221000,,Fonctionnaire,1230000,60,2,Bon,170000.0,Marié,1,1
41,743000,,CDD,15470000,60,2,Mauvais,5610000.0,Célibataire,1,1
32,238000,10.0,CDD,6130000,24,1,Mauvais,260000.0,Marié,0,0
47,779000,7.0,CDI,7660000,12,2,Moyen,1570000.0,Marié,1,1
53,437000,3.0,CDI,15290000,60,1,Moyen,1540000.0,Célibataire,1,1
36,549000,19.0,CDI,9990000,60,1,Mauvais,2180000.0,Célibataire,1,1
47,711000,12.0,CDI,11590000,60,1,Mauvais,780000.0,Célibataire,3,1
30,177000,14.0,CDD,3000000,36,1,Bon,130000.0,Célibataire,2,1
35,170000,11.0,CDD,5440000,12,0,Bon,500000.0,Marié,3,0
28,299000,5.0,CDI,10090000,120,0,Moyen,1620000.0,Célibataire,1,1
27,429000,24.0,CDD,12130000,12,1,Bon,2000000.0,Marié,3,0
47,419000,17.0,CDD,11730000,60,2,Bon,890000.0,Marié,1,1
43,529000,16.0,CDI,10200000,120,0,Bon,2790000.0,Divorcé,1,1
43,533000,15.0,CDI,15340000,60,0,Bon,3910000.0,Marié,1,1
29,726000,8.0,Indépendant,22330000,24,1,Moyen,6780000.0,Divorcé,3,0
41,383000,22.0,Fonctionnaire,3690000,60,0,Moyen,650000.0,Marié,3,1
44,195000,,Indépendant,1390000,60,1,Bon,20000.0,Marié,0,1
38,134000,18.0,CDD,5120000,120,0,Moyen,1610000.0,Marié,0,1
38,257000,9.0,Fonctionnaire,4190000,120,0,Bon,50000.0,Marié,0,1
26,208000,3.0,CDD,3530000,12,0,Mauvais,20000.0,Divorcé,0,0
40,188000,7.0,Indépendant,4610000,12,3,Bon,810000.0,Marié,0,0
63,967000,0.0,CDD,9100000,36,1,Bon,1430000.0,Marié,2,1
59,89000,16.0,Fonctionnaire,1150000,60,0,Bon,110000.0,Célibataire,3,1
28,470000,17.0,Fonctionnaire,6620000,24,4,Bon,1770000.0,Célibataire,1,1
62,179000,6.0,CDD,6510000,60,1,,1370000.0,Célibataire,2,0
26,156000,17.0,Indépendant,5920000,84,2,Bon,650000.0,Divorcé,0,1
26,178000,28.0,Fonctionnaire,4610000,36,0,Mauvais,620000.0,Célibataire,0,0
27,245000,11.0,Indépendant,4560000,36,2,Bon,1130000.0,Marié,2,0
31,234000,22.0,CDD,8580000,24,0,Moyen,2830000.0,Divorcé,1,0
46,253000,26.0,Indépendant,3970000,12,0,Bon,1130000.0,Célibataire,1,0
40,140000,16.0,CDD,910000,84,0,Moyen,20000.0,Célibataire,4,1
44,94000,24.0,CDI,1160000,12,1,Bon,260000.0,Célibataire,3,0
28,540000,21.0,CDD,10160000,120,0,Bon,1100000.0,Marié,1,1
52,737000,5.0,CDI,9640000,84,1,Bon,900000.0,Marié,0,1
29,417000,17.0,CDI,6430000,120,2,Bon,2160000.0,Célibataire,5,1
43,463000,28.0,CDI,16980000,60,1,Moyen,2950000.0,Célibataire,2,1
33,80000,16.0,CDI,1830000,60,0,Moyen,550000.0,Divorcé,1,1
25,312000,1.0,CDI,8800000,36,2,Moyen,3190000.0,Marié,2,0
34,430000,3.0,Fonctionnaire,11140000,120,1,Mauvais,550000.0,Célibataire,2,1
44,442000,8.0,Indépendant,16830000,60,3,Moyen,5350000.0,Marié,2,0
22,117000,14.0,CDI,1680000,60,1,Bon,490000.0,Divorcé,2,1
23,562000,29.0,CDD,21870000,120,1,Bon,3030000.0,Marié,3,1
62,314000,28.0,Indépendant,5660000,36,1,Moyen,640000.0,Marié,0,1
33,621000,22.0,Fonctionnaire,13010000,84,4,Bon,3560000.0,Marié,2,1
35,640000,6.0,CDD,16590000,84,0,Bon,2160000.0,Marié,0,1
53,170000,12.0,Fonctionnaire,3020000,24,0,Mauvais,690000.0,Divorcé,2,0
27,822000,22.0,Fonctionnaire,21150000,84,1,Bon,1500000.0,Marié,1,1
63,285000,28.0,CDI,4660000,84,0,Bon,1340000.0,Célibataire,1,1
35,641000,,CDI,8470000,12,3,Bon,1920000.0,Célibataire,0,0
31,654000,27.0,CDD,22930000,60,2,Moyen,5950000.0,Marié,2,1
51,473000,13.0,Fonctionnaire,17530000,48,0,Bon,3940000.0,Célibataire,2,1
23,218000,23.0,Indépendant,5490000,12,0,Bon,930000.0,Marié,0,0
31,257000,16.0,CDI,7120000,48,1,Moyen,820000.0,Célibataire,3,0
23,129000,2.0,CDI,2900000,12,1,Mauvais,290000.0,Célibataire,2,0
46,448000,15.0,CDD,3640000,12,2,Moyen,1080000.0,Célibataire,0,1
35,139000,24.0,CDI,2220000,48,1,Bon,370000.0,Marié,1,1
50,415000,18.0,CDI,14640000,36,3,Bon,1830000.0,Marié,1,0
55,127000,27.0,CDI,2320000,36,1,Moyen,650000.0,Célibataire,0,0
50,233000,3.0,Fonctionnaire,1250000,120,1,Moyen,10000.0,Marié,0,1
21,595000,8.0,Indépendant,9150000,48,0,Bon,2720000.0,Célibataire,1,1
44,80000,2.0,CDD,1410000,120,0,Moyen,50000.0,Célibataire,5,0
31,234000,26.0,Fonctionnaire,5160000,120,2,,1010000.0,Marié,2,1
28,489000,25.0,Indépendant,8380000,24,0,Bon,480000.0,Marié,1,1
61,626000,20.0,Indépendant,21660000,48,1,Bon,4810000.0,Marié,1,1
29,828000,17.0,Fonctionnaire,25070000,60,2,Bon,2340000.0,Célibataire,3,1
52,238000,27.0,CDI,9340000,24,1,Mauvais,410000.0,Marié,1,0
59,397000,17.0,CDD,6310000,24,1,Bon,1920000.0,Marié,1,1
35,120000,5.0,CDI,1350000,36,2,Moyen,530000.0,Divorcé,1,1
23,450000,0.0,CDI,10530000,84,0,Mauvais,870000.0,Marié,0,1
32,229000,0.0,Fonctionnaire,7070000,120,0,Bon,1960000.0,Marié,1,1
