commune,superficie_m2,nb_pieces,age_batiment,etage,standing,meuble,parking,securite,loyer_fcfa
Riviera,129.0,6.0,23.0,4,Haut standing,0,0,1,859000
Port-Bouët,55.0,3.0,28.0,8,Économique,0,1,1,124000
Bingerville,137.0,5.0,14.0,11,Économique,0,0,0,394000
Marcory,99.0,4.0,3.0,3,Moyen,1,1,1,518000
Marcory,57.0,2.0,0.0,0,Moyen,0,1,1,258000
Marcory,99.0,5.0,14.0,9,Économique,1,1,0,398000
Yopougon,56.0,2.0,23.0,11,Économique,0,1,1,99000
Yopougon,93.0,3.0,30.0,4,Moyen,1,1,0,149000
Abobo,74.0,3.0,19.0,0,Moyen,0,1,1,94000
Plateau,102.0,4.0,9.0,11,Économique,0,0,0,583000
Adjamé,105.0,3.0,10.0,0,Haut standing,0,1,1,225000
Plateau,170.0,6.0,17.0,0,Économique,1,0,0,785000
Treichville,126.0,6.0,33.0,0,Moyen,0,1,0,324000
Yopougon,115.0,4.0,27.0,7,Économique,0,1,0,150000
Port-Bouët,36.0,1.0,37.0,1,Économique,0,0,0,47000
Koumassi,149.0,6.0,15.0,8,Économique,1,1,0,321000
Abobo,76.0,4.0,23.0,6,Moyen,1,0,0,101000
Plateau,52.0,1.0,38.0,10,Économique,0,0,1,203000
Abobo,234.0,10.0,11.0,2,Moyen,1,0,0,305000
Cocody,65.0,2.0,6.0,8,Haut standing,0,0,0,408000
Yopougon,,8.0,35.0,3,Moyen,1,0,1,358000
Yopougon,110.0,3.0,16.0,6,Économique,0,0,1,176000
Cocody,122.0,5.0,3.0,2,Économique,0,0,0,585000
Marcory,93.0,5.0,36.0,4,Moyen,0,0,0,276000
Riviera,58.0,3.0,32.0,3,Économique,1,0,0,229000
Riviera,133.0,4.0,18.0,5,Haut standing,1,1,0,857000
Yopougon,106.0,5.0,25.0,11,Haut standing,1,1,0,239000
Cocody,105.0,3.0,10.0,8,Économique,0,0,1,453000
Plateau,98.0,5.0,30.0,4,Économique,0,1,0,361000
Yopougon,82.0,4.0,0.0,0,Haut standing,0,0,0,196000
Riviera,134.0,5.0,39.0,4,Moyen,1,1,0,582000
Plateau,120.0,5.0,35.0,4,Moyen,1,1,0,823000
Koumassi,141.0,7.0,28.0,8,Économique,0,0,1,260000
Cocody,84.0,3.0,24.0,7,Économique,0,0,1,353000
Riviera,81.0,4.0,17.0,4,Haut standing,1,1,1,682000
Yopougon,71.0,2.0,2.0,4,Économique,0,0,0,109000
Koumassi,99.0,5.0,17.0,1,Moyen,0,0,1,228000
Treichville,37.0,2.0,,8,Économique,0,1,1,138000
Abobo,290.0,10.0,27.0,10,Haut standing,0,1,0,376000
Marcory,67.0,3.0,16.0,3,Moyen,1,0,1,317000
Plateau,167.0,6.0,24.0,6,Économique,1,1,0,853000
Riviera,75.0,2.0,17.0,9,Économique,0,1,1,330000
Riviera,40.0,1.0,39.0,5,Moyen,0,0,0,139000
Bingerville,125.0,6.0,2.0,4,Économique,0,0,0,371000
Abobo,206.0,7.0,24.0,10,Moyen,1,1,0,302000
Port-Bouët,122.0,4.0,6.0,10,Économique,0,0,1,213000
Cocody,200.0,8.0,9.0,4,Économique,0,1,0,1029000
Treichville,163.0,7.0,18.0,6,Moyen,1,0,0,435000
Treichville,55.0,1.0,14.0,1,Moyen,1,0,1,203000
Abobo,134.0,4.0,20.0,8,Moyen,1,0,1,204000
Yopougon,112.0,5.0,20.0,1,Moyen,1,1,0,240000
Plateau,64.0,4.0,36.0,8,Moyen,0,1,0,242000
Abobo,156.0,6.0,27.0,10,Moyen,1,1,1,260000
Port-Bouët,49.0,1.0,31.0,3,Économique,0,1,1,81000
Yopougon,151.0,5.0,26.0,9,Économique,0,0,1,184000
Cocody,135.0,4.0,22.0,10,Économique,0,1,1,665000
Marcory,100.0,3.0,9.0,9,Moyen,0,0,0,330000
Marcory,69.0,2.0,39.0,5,Moyen,0,1,1,190000
Treichville,133.0,6.0,5.0,0,Économique,1,1,0,411000
Abobo,30.0,2.0,23.0,4,Moyen,0,0,0,40000
Abobo,62.0,1.0,,5,Économique,1,1,0,83000
Adjamé,94.0,5.0,9.0,8,Moyen,0,1,1,256000
Yopougon,100.0,5.0,14.0,8,Économique,0,0,0,163000
Port-Bouët,63.0,2.0,33.0,8,Moyen,0,1,1,124000
Marcory,64.0,4.0,7.0,2,Moyen,1,1,0,350000
Yopougon,123.0,4.0,34.0,3,Moyen,0,1,1,188000
Port-Bouët,56.0,3.0,26.0,7,Haut standing,1,0,0,171000
Plateau,78.0,2.0,24.0,7,Moyen,1,0,1,443000
Cocody,49.0,1.0,2.0,1,Moyen,1,1,1,346000
Bingerville,97.0,5.0,20.0,7,Économique,0,1,0,307000
Treichville,85.0,4.0,38.0,6,Économique,0,1,1,230000
Adjamé,29.0,1.0,31.0,8,Haut standing,1,0,1,87000
Cocody,43.0,1.0,20.0,4,Haut standing,0,0,0,255000
Adjamé,173.0,6.0,8.0,1,Moyen,0,1,0,290000
Treichville,66.0,2.0,,4,Économique,0,0,1,177000
Cocody,114.0,4.0,3.0,1,Haut standing,1,1,0,952000
Abobo,54.0,3.0,3.0,11,Économique,0,0,0,62000
Marcory,185.0,8.0,25.0,4,Économique,0,0,1,585000
Yopougon,35.0,1.0,33.0,8,Moyen,0,0,0,45000
Cocody,164.0,6.0,26.0,6,Économique,1,1,1,830000
Plateau,100.0,4.0,14.0,6,Économique,0,1,0,512000
Treichville,131.0,5.0,31.0,0,Moyen,0,1,0,315000
Cocody,174.0,7.0,6.0,8,Économique,0,0,1,965000
Riviera,107.0,4.0,13.0,5,Haut standing,0,0,1,559000
Cocody,209.0,8.0,22.0,6,Haut standing,0,1,0,1358000
Yopougon,173.0,8.0,0.0,11,Moyen,0,1,0,406000
Cocody,129.0,6.0,31.0,1,Haut standing,0,0,0,624000
Treichville,159.0,6.0,25.0,0,Moyen,0,0,1,440000
Riviera,95.0,5.0,8.0,10,Moyen,0,0,0,401000
Plateau,58.0,3.0,15.0,3,Moyen,1,1,0,413000
Riviera,270.0,10.0,30.0,11,Moyen,0,0,1,1084000
Marcory,98.0,5.0,1.0,8,Économique,0,1,1,368000
Koumassi,110.0,5.0,31.0,8,Moyen,0,0,1,191000
Abobo,45.0,1.0,9.0,10,Moyen,0,1,0,71000
Bingerville,179.0,7.0,24.0,2,Moyen,1,0,0,600000
Abobo,109.0,3.0,17.0,0,Moyen,1,0,0,166000
Abobo,123.0,4.0,33.0,1,Moyen,0,1,1,154000
Marcory,132.0,5.0,28.0,8,Moyen,1,1,0,502000
Plateau,65.0,2.0,23.0,8,Moyen,1,0,0,508000
Riviera,177.0,6.0,2.0,11,Économique,0,1,0,931000
Treichville,115.0,6.0,14.0,0,Moyen,0,1,1,322000
Yopougon,30.0,1.0,2.0,8,Économique,0,0,1,51000
Koumassi,159.0,6.0,30.0,0,Haut standing,1,1,1,487000
Treichville,90.0,5.0,9.0,9,Moyen,0,1,0,293000
Riviera,68.0,4.0,37.0,3,Moyen,0,1,1,375000
Koumassi,37.0,2.0,21.0,4,Haut standing,1,1,0,115000
Abobo,78.0,3.0,13.0,7,Moyen,0,1,0,106000
Bingerville,74.0,3.0,8.0,4,Économique,0,0,1,242000
Cocody,168.0,7.0,17.0,4,Moyen,0,1,0,868000
Marcory,71.0,2.0,7.0,3,Économique,0,1,0,222000
Yopougon,42.0,1.0,37.0,8,Économique,0,1,1,69000
Marcory,124.0,6.0,14.0,7,Moyen,0,0,0,540000
Koumassi,172.0,8.0,14.0,8,Moyen,0,1,0,359000
Riviera,81.0,3.0,5.0,6,Moyen,1,1,1,687000
Yopougon,229.0,9.0,11.0,6,Moyen,0,1,0,400000
Treichville,158.0,5.0,18.0,4,Économique,0,0,0,373000
Riviera,180.0,6.0,39.0,9,Moyen,0,1,1,901000
Yopougon,,5.0,4.0,0,Économique,1,0,0,235000
Yopougon,116.0,5.0,26.0,11,Économique,1,1,0,257000
Yopougon,,2.0,9.0,5,Moyen,0,0,0,123000
Riviera,204.0,9.0,13.0,9,Économique,0,1,0,1013000
Abobo,187.0,8.0,33.0,5,Économique,1,0,1,263000
Koumassi,206.0,7.0,14.0,9,Économique,0,1,1,378000
Port-Bouët,95.0,3.0,28.0,3,Moyen,0,1,0,168000
Treichville,82.0,4.0,25.0,1,Moyen,0,0,0,172000
Yopougon,140.0,5.0,26.0,0,Haut standing,1,0,0,265000
Port-Bouët,76.0,4.0,2.0,2,Moyen,1,1,0,239000
Yopougon,96.0,5.0,2.0,10,Économique,0,1,1,192000
Port-Bouët,32.0,1.0,34.0,8,Économique,0,0,0,46000
Riviera,110.0,4.0,34.0,11,Économique,1,1,1,437000
Abobo,129.0,5.0,5.0,0,Moyen,0,1,0,172000
Koumassi,182.0,7.0,13.0,4,Moyen,0,0,1,508000
Port-Bouët,142.0,6.0,25.0,9,Moyen,0,1,0,277000
Port-Bouët,154.0,6.0,2.0,5,Économique,0,0,1,316000
Yopougon,,9.0,32.0,8,Économique,1,0,1,365000
Cocody,62.0,2.0,12.0,0,Économique,0,1,0,278000
Yopougon,57.0,1.0,28.0,11,Moyen,0,0,1,86000
Adjamé,107.0,3.0,8.0,4,Économique,0,0,1,161000
Yopougon,53.0,2.0,31.0,0,Moyen,1,1,0,94000
Koumassi,114.0,4.0,21.0,1,Économique,1,1,0,297000
Yopougon,54.0,3.0,21.0,1,Moyen,0,0,0,100000
Abobo,60.0,2.0,33.0,10,Économique,1,0,0,63000
Plateau,38.0,3.0,9.0,4,Économique,0,1,0,223000
Koumassi,110.0,3.0,,9,Économique,1,1,0,304000
Abobo,46.0,2.0,11.0,3,Économique,0,1,1,62000
Marcory,125.0,6.0,2.0,5,Économique,0,0,1,492000
Treichville,136.0,4.0,18.0,4,Moyen,0,1,0,286000
Koumassi,66.0,3.0,32.0,1,Économique,0,0,0,114000
Yopougon,145.0,6.0,25.0,8,Économique,1,1,1,280000
Marcory,137.0,6.0,12.0,9,Moyen,1,0,0,546000
Riviera,163.0,8.0,6.0,7,Moyen,0,1,1,1108000
Koumassi,63.0,4.0,33.0,8,Économique,0,0,0,120000
Riviera,62.0,1.0,21.0,10,Moyen,1,1,1,332000
Yopougon,132.0,6.0,19.0,5,Moyen,0,0,0,168000
Yopougon,106.0,5.0,22.0,4,Économique,0,1,1,171000
Bingerville,111.0,5.0,13.0,4,Moyen,1,1,0,481000
Abobo,185.0,7.0,29.0,1,Économique,0,0,0,174000
Adjamé,42.0,3.0,22.0,10,Économique,0,0,0,83000
Marcory,150.0,7.0,18.0,3,Haut standing,0,0,0,494000
Yopougon,137.0,4.0,38.0,1,Économique,0,0,0,117000
Cocody,129.0,4.0,35.0,1,Économique,1,0,0,490000
Marcory,156.0,,5.0,11,Haut standing,0,1,0,679000
Cocody,88.0,3.0,22.0,7,Moyen,0,1,1,422000
Cocody,,1.0,9.0,3,Moyen,0,1,0,246000
Riviera,71.0,2.0,34.0,11,Moyen,0,0,1,328000
Marcory,66.0,3.0,20.0,3,Moyen,0,0,0,247000
Adjamé,20.0,2.0,31.0,6,Moyen,1,1,0,49000
Port-Bouët,129.0,6.0,29.0,3,Économique,0,0,1,272000
Abobo,82.0,4.0,32.0,8,Économique,1,0,0,115000
Plateau,89.0,3.0,5.0,8,Économique,0,0,1,540000
Koumassi,73.0,2.0,4.0,11,Économique,0,0,1,180000
Abobo,96.0,3.0,14.0,2,Économique,1,0,0,112000
Koumassi,198.0,8.0,24.0,5,Moyen,0,1,0,349000
Koumassi,37.0,1.0,12.0,6,Économique,0,0,1,70000
Riviera,216.0,9.0,5.0,2,Économique,0,1,1,1183000
Abobo,109.0,5.0,36.0,3,Moyen,0,1,0,118000
Treichville,75.0,2.0,1.0,0,Moyen,1,1,0,283000
Abobo,,3.0,16.0,10,Haut standing,0,0,1,110000
Cocody,60.0,2.0,23.0,8,Moyen,1,0,0,342000
Bingerville,30.0,1.0,11.0,6,Haut standing,0,0,0,101000
Cocody,54.0,2.0,13.0,9,Moyen,0,0,1,272000
Treichville,96.0,3.0,6.0,6,Moyen,1,1,1,456000
Port-Bouët,85.0,3.0,25.0,8,Haut standing,1,0,0,289000
Abobo,121.0,6.0,31.0,11,Moyen,1,1,0,166000
Yopougon,73.0,4.0,28.0,5,Moyen,0,1,1,125000
Yopougon,68.0,4.0,38.0,7,Moyen,0,1,0,99000
Bingerville,252.0,9.0,8.0,4,Économique,0,1,0,764000
Treichville,60.0,3.0,13.0,7,Haut standing,0,1,1,232000
Bingerville,63.0,4.0,16.0,11,Moyen,0,1,0,206000
Cocody,155.0,7.0,24.0,9,Moyen,1,0,1,1004000
Koumassi,137.0,4.0,29.0,0,Économique,1,0,1,260000
Port-Bouët,78.0,3.0,28.0,2,Économique,0,0,1,142000
Plateau,142.0,5.0,28.0,3,Économique,0,0,1,554000
Yopougon,102.0,3.0,17.0,10,Moyen,1,0,0,185000
Plateau,74.0,4.0,30.0,8,Haut standing,0,0,1,538000
Adjamé,132.0,5.0,18.0,7,Économique,0,0,1,234000
Abobo,97.0,5.0,16.0,7,Moyen,0,1,1,125000
Abobo,31.0,2.0,5.0,1,Économique,0,0,1,49000
Marcory,132.0,4.0,11.0,6,Économique,0,1,1,449000
Marcory,90.0,3.0,37.0,11,Moyen,0,0,0,249000
Cocody,190.0,7.0,2.0,2,Moyen,0,1,0,1347000
Treichville,145.0,7.0,34.0,5,Haut standing,0,0,0,515000
Abobo,106.0,4.0,32.0,3,Économique,0,1,0,116000
Bingerville,,3.0,28.0,5,Moyen,0,0,0,179000
Adjamé,96.0,5.0,2.0,3,Moyen,1,0,0,298000
Yopougon,59.0,2.0,4.0,2,Économique,0,1,1,80000
Riviera,106.0,5.0,13.0,1,Haut standing,0,1,0,643000
Koumassi,198.0,8.0,35.0,3,Haut standing,1,0,0,468000
Riviera,229.0,10.0,27.0,9,Économique,0,1,1,932000
Abobo,170.0,7.0,31.0,1,Moyen,0,0,0,185000
Marcory,103.0,3.0,17.0,6,Économique,1,0,0,367000
Cocody,42.0,1.0,39.0,0,Moyen,0,1,0,171000
Koumassi,93.0,3.0,12.0,10,Moyen,1,0,0,244000
Cocody,150.0,5.0,1.0,0,Économique,1,0,1,819000
Treichville,142.0,7.0,24.0,4,Haut standing,0,0,1,540000
Abobo,88.0,4.0,19.0,6,Moyen,0,0,1,136000
Abobo,85.0,4.0,6.0,0,Haut standing,0,0,1,157000
Abobo,117.0,4.0,10.0,11,Économique,0,0,0,124000
Plateau,99.0,4.0,4.0,11,Moyen,1,1,1,696000
Yopougon,93.0,5.0,28.0,3,Moyen,0,0,1,162000
Abobo,90.0,3.0,17.0,4,Économique,0,0,1,116000
Riviera,181.0,7.0,7.0,1,Économique,0,1,0,755000
Koumassi,55.0,2.0,26.0,6,Haut standing,0,0,0,134000
Riviera,82.0,2.0,1.0,3,Moyen,0,0,0,439000
Koumassi,85.0,2.0,34.0,7,Économique,0,1,0,165000
Abobo,105.0,4.0,25.0,0,Haut standing,1,1,1,190000
Marcory,97.0,3.0,22.0,9,Économique,0,0,0,264000
Adjamé,94.0,5.0,4.0,0,Moyen,0,1,0,228000
Abobo,56.0,1.0,15.0,0,Moyen,0,1,1,65000
Abobo,97.0,3.0,10.0,3,Moyen,0,1,0,97000
Yopougon,131.0,4.0,18.0,0,Économique,0,1,0,143000
Abobo,106.0,4.0,15.0,4,Moyen,0,0,1,141000
Treichville,54.0,2.0,31.0,5,Moyen,0,0,1,122000
Abobo,101.0,3.0,11.0,6,Moyen,0,1,1,137000
Marcory,98.0,4.0,1.0,7,Moyen,0,1,1,459000
Port-Bouët,81.0,2.0,21.0,7,Économique,1,1,0,166000
Plateau,107.0,5.0,25.0,1,Moyen,0,0,0,468000
Cocody,69.0,3.0,32.0,11,Économique,1,0,0,251000
Yopougon,133.0,4.0,23.0,3,Haut standing,0,1,0,248000
Adjamé,222.0,9.0,4.0,6,Économique,1,1,0,602000
Yopougon,139.0,7.0,20.0,8,Économique,0,0,0,188000
Marcory,63.0,4.0,17.0,8,Économique,0,1,0,208000
Abobo,130.0,4.0,38.0,10,Moyen,1,1,1,202000
Treichville,146.0,6.0,4.0,2,Économique,1,0,0,491000
Riviera,116.0,6.0,7.0,11,Moyen,1,0,1,782000
Riviera,122.0,5.0,20.0,6,Haut standing,0,0,0,635000
Yopougon,93.0,3.0,4.0,3,Économique,0,1,1,187000
Treichville,49.0,3.0,12.0,8,Économique,0,0,1,153000
Koumassi,89.0,5.0,18.0,6,Haut standing,0,1,1,249000
Cocody,58.0,2.0,28.0,5,Économique,1,1,0,215000
Yopougon,86.0,4.0,,8,Économique,0,0,0,137000
Treichville,73.0,2.0,36.0,6,Économique,0,0,0,116000
Riviera,56.0,1.0,25.0,10,Économique,0,1,1,244000
Cocody,178.0,8.0,28.0,7,Économique,0,1,0,814000
Abobo,96.0,3.0,4.0,10,Moyen,0,0,0,139000
Koumassi,74.0,4.0,31.0,4,Moyen,0,0,0,126000
Yopougon,20.0,2.0,37.0,3,Moyen,0,1,0,30000
Cocody,38.0,3.0,1.0,0,Économique,0,1,0,212000
Riviera,142.0,7.0,4.0,7,Moyen,0,0,1,916000
Abobo,108.0,,32.0,5,Économique,0,1,1,134000
Abobo,238.0,,34.0,3,Haut standing,1,1,0,384000
Marcory,66.0,2.0,18.0,2,Moyen,0,0,1,223000
Yopougon,171.0,7.0,14.0,4,Économique,0,1,0,283000
Yopougon,89.0,3.0,34.0,3,Économique,0,1,1,116000
Cocody,60.0,3.0,7.0,10,Économique,1,0,0,323000
Cocody,78.0,2.0,0.0,10,Économique,0,1,1,389000
Port-Bouët,102.0,4.0,37.0,6,Moyen,1,1,0,233000
Marcory,74.0,2.0,21.0,5,Économique,0,1,0,205000
Marcory,50.0,2.0,16.0,2,Haut standing,0,0,0,186000
Yopougon,59.0,3.0,15.0,11,Économique,0,1,0,102000
Koumassi,124.0,6.0,0.0,9,Moyen,0,0,0,299000
Cocody,55.0,1.0,2.0,10,Économique,0,0,1,258000
Abobo,69.0,2.0,5.0,11,Économique,0,0,0,85000
Cocody,56.0,3.0,2.0,0,Haut standing,0,1,0,367000
Cocody,109.0,5.0,29.0,6,Moyen,0,0,1,610000
Cocody,295.0,10.0,,4,Moyen,0,1,0,1527000
Port-Bouët,122.0,6.0,26.0,0,Moyen,1,0,0,272000
Cocody,65.0,3.0,21.0,0,Haut standing,0,1,0,439000
Cocody,109.0,4.0,5.0,5,Moyen,0,0,1,620000
Yopougon,67.0,2.0,37.0,3,Économique,0,0,1,87000
Port-Bouët,104.0,3.0,30.0,7,Économique,0,1,1,158000
Marcory,188.0,9.0,5.0,1,Moyen,1,0,0,799000
Yopougon,94.0,5.0,19.0,3,Moyen,0,0,0,133000
Cocody,113.0,5.0,10.0,11,Moyen,0,1,1,770000
Yopougon,96.0,3.0,1.0,7,Économique,0,1,1,142000
Abobo,148.0,5.0,30.0,11,Haut standing,0,0,1,229000
Abobo,132.0,4.0,37.0,7,Moyen,1,1,0,157000
Treichville,80.0,2.0,25.0,4,Moyen,0,1,0,197000
Treichville,132.0,5.0,26.0,2,Économique,1,0,0,315000
Cocody,105.0,4.0,30.0,3,Haut standing,1,0,0,656000
Yopougon,77.0,2.0,23.0,2,Moyen,1,0,0,159000
Cocody,77.0,3.0,12.0,10,Moyen,0,0,0,490000
Koumassi,103.0,3.0,24.0,1,Haut standing,0,0,0,244000
Riviera,112.0,4.0,36.0,3,Haut standing,0,0,1,497000
Riviera,88.0,5.0,24.0,8,Économique,1,0,0,425000
Bingerville,114.0,5.0,28.0,5,Haut standing,0,0,0,354000
Abobo,64.0,2.0,30.0,3,Moyen,1,0,1,81000
Adjamé,,3.0,38.0,0,Économique,1,0,0,65000
Marcory,42.0,1.0,1.0,6,Économique,1,1,0,172000
Abobo,123.0,6.0,11.0,1,Économique,0,1,1,176000
Yopougon,39.0,3.0,4.0,11,Moyen,0,0,0,83000
Yopougon,113.0,5.0,26.0,5,Moyen,0,0,1,185000
Koumassi,74.0,3.0,33.0,9,Économique,0,1,0,118000
Marcory,81.0,4.0,13.0,0,Moyen,1,1,0,338000
Treichville,82.0,4.0,6.0,6,Moyen,1,0,1,361000
Riviera,269.0,10.0,36.0,3,Moyen,0,0,1,801000
Cocody,70.0,2.0,35.0,10,Haut standing,0,0,1,346000
Yopougon,58.0,2.0,9.0,2,Moyen,0,1,0,101000
Riviera,216.0,8.0,28.0,9,Économique,0,1,0,763000
Abobo,44.0,2.0,15.0,6,Moyen,0,1,0,51000
Abobo,50.0,1.0,37.0,2,Haut standing,0,1,0,69000
Marcory,143.0,6.0,20.0,7,Économique,1,1,0,616000
Treichville,115.0,6.0,37.0,10,Haut standing,1,0,0,353000
Bingerville,77.0,,32.0,3,Économique,0,1,0,115000
Abobo,54.0,2.0,28.0,2,Moyen,0,0,0,73000
Abobo,29.0,2.0,16.0,6,Moyen,0,0,0,37000
Cocody,193.0,9.0,12.0,6,Moyen,1,0,1,1187000
Cocody,132.0,4.0,5.0,8,Moyen,0,1,0,706000
Riviera,183.0,7.0,1.0,9,Moyen,0,1,0,1055000
Yopougon,156.0,7.0,7.0,6,Moyen,0,1,0,279000
Abobo,118.0,5.0,31.0,5,Moyen,0,0,1,146000
Cocody,69.0,2.0,35.0,2,Moyen,1,0,1,328000
Adjamé,55.0,2.0,8.0,3,Moyen,1,0,1,132000
Riviera,,6.0,22.0,7,Moyen,0,0,1,600000
Abobo,75.0,2.0,6.0,5,Économique,1,0,0,119000
Cocody,56.0,1.0,30.0,8,Moyen,0,0,0,238000
Abobo,66.0,4.0,20.0,7,Économique,0,1,1,82000
Koumassi,169.0,6.0,0.0,7,Moyen,1,1,0,544000
Yopougon,59.0,2.0,1.0,10,Économique,0,0,0,85000
Bingerville,77.0,3.0,39.0,9,Moyen,0,1,1,219000
Abobo,89.0,5.0,10.0,9,Économique,1,0,0,148000
Bingerville,106.0,5.0,36.0,6,Économique,0,0,1,270000
Abobo,57.0,1.0,17.0,9,Moyen,0,1,0,71000
Cocody,88.0,3.0,23.0,10,Économique,0,1,1,452000
Treichville,145.0,5.0,18.0,0,Économique,0,0,1,328000
Marcory,238.0,10.0,4.0,4,Économique,0,1,1,874000
Riviera,51.0,3.0,28.0,6,Haut standing,0,1,0,335000
Koumassi,56.0,2.0,38.0,9,Économique,0,0,1,80000
Adjamé,60.0,1.0,1.0,8,Haut standing,1,1,0,205000
Treichville,128.0,4.0,16.0,11,Moyen,1,0,0,472000
Plateau,53.0,2.0,10.0,3,Économique,0,1,1,236000
Koumassi,86.0,3.0,36.0,7,Moyen,1,1,0,229000
Yopougon,82.0,3.0,12.0,0,Haut standing,0,1,0,199000
Marcory,248.0,10.0,28.0,3,Moyen,1,0,0,829000
Abobo,70.0,2.0,31.0,3,Économique,1,0,1,85000
Cocody,67.0,4.0,39.0,1,Moyen,0,1,0,253000
Treichville,128.0,4.0,7.0,10,Moyen,0,0,1,358000
Yopougon,109.0,4.0,9.0,10,Moyen,1,1,0,211000
Plateau,65.0,4.0,24.0,2,Haut standing,0,0,0,483000
Riviera,174.0,6.0,10.0,2,Économique,0,0,1,698000
Marcory,43.0,2.0,27.0,8,Économique,0,0,0,98000
Cocody,91.0,5.0,32.0,6,Économique,0,1,0,419000
Marcory,79.0,4.0,38.0,1,Haut standing,0,0,0,280000
Koumassi,87.0,4.0,25.0,8,Moyen,0,0,1,204000
Yopougon,65.0,2.0,7.0,7,Haut standing,0,0,1,135000
Abobo,88.0,4.0,37.0,5,Économique,0,0,1,84000
Cocody,103.0,3.0,25.0,5,Moyen,0,1,0,570000
Cocody,22.0,1.0,31.0,11,Économique,1,0,0,104000
Yopougon,73.0,2.0,27.0,1,Haut standing,1,0,1,143000
Port-Bouët,61.0,3.0,6.0,2,Moyen,0,0,1,159000
Bingerville,209.0,8.0,34.0,5,Moyen,1,1,1,793000
Cocody,116.0,4.0,1.0,11,Économique,1,0,1,894000
Abobo,59.0,2.0,21.0,2,Moyen,1,0,0,82000
Riviera,71.0,4.0,21.0,10,Économique,1,0,0,377000
Yopougon,81.0,2.0,2.0,10,Économique,1,0,1,173000
Port-Bouët,70.0,3.0,7.0,6,Économique,0,1,0,133000
Cocody,,6.0,3.0,4,Moyen,0,1,0,603000
Riviera,,7.0,14.0,3,Économique,0,0,0,766000
Koumassi,20.0,1.0,38.0,7,Économique,0,1,0,35000
Riviera,78.0,3.0,11.0,10,Moyen,1,1,0,345000
Adjamé,237.0,9.0,28.0,10,Économique,0,1,0,408000
Yopougon,80.0,2.0,8.0,1,Économique,1,1,1,151000
Riviera,106.0,3.0,39.0,2,Moyen,1,0,0,426000
Marcory,26.0,2.0,19.0,9,Économique,0,1,1,90000
Treichville,173.0,8.0,33.0,11,Économique,0,1,1,520000
Adjamé,51.0,1.0,25.0,3,Moyen,0,1,0,100000
Koumassi,115.0,5.0,20.0,11,Économique,0,1,0,197000
Riviera,56.0,2.0,22.0,9,Moyen,1,1,0,274000
Marcory,20.0,1.0,17.0,5,Économique,1,0,0,71000
Port-Bouët,109.0,5.0,23.0,4,Haut standing,0,1,0,254000
Koumassi,133.0,4.0,28.0,4,Économique,0,1,0,245000
Cocody,90.0,4.0,37.0,6,Moyen,0,0,1,343000
Yopougon,48.0,1.0,37.0,7,Moyen,0,1,1,80000
Marcory,261.0,9.0,12.0,5,Économique,1,1,0,676000
Treichville,131.0,6.0,31.0,2,Économique,0,0,0,248000
Riviera,101.0,4.0,18.0,3,Économique,0,1,1,517000
Abobo,160.0,6.0,16.0,0,Économique,0,0,1,179000
Koumassi,70.0,2.0,1.0,10,Économique,0,1,0,159000
Riviera,219.0,9.0,17.0,4,Haut standing,0,0,1,1408000
Yopougon,132.0,5.0,38.0,11,Économique,0,1,0,173000
Port-Bouët,152.0,6.0,26.0,9,Économique,0,0,1,269000
Yopougon,78.0,3.0,13.0,7,Moyen,0,1,1,176000
Bingerville,50.0,3.0,14.0,2,Moyen,0,1,0,168000
Plateau,102.0,5.0,7.0,9,Économique,0,0,0,585000
Riviera,72.0,4.0,8.0,3,Moyen,1,1,0,511000
Marcory,232.0,10.0,20.0,3,Moyen,1,1,0,703000
Treichville,43.0,3.0,34.0,5,Économique,0,0,0,80000
Koumassi,181.0,7.0,13.0,8,Économique,1,0,0,386000
Yopougon,35.0,1.0,26.0,9,Économique,1,1,0,62000
Abobo,56.0,1.0,7.0,2,Économique,0,1,0,79000
Yopougon,34.0,2.0,34.0,3,Économique,1,1,0,40000
Koumassi,70.0,3.0,17.0,5,Économique,0,0,1,134000
Marcory,83.0,4.0,13.0,5,Moyen,1,1,0,436000
Cocody,66.0,2.0,7.0,6,Moyen,0,1,1,311000
Treichville,114.0,5.0,7.0,0,Moyen,1,1,1,472000
Yopougon,83.0,3.0,36.0,8,Moyen,0,1,0,123000
Plateau,26.0,1.0,1.0,1,Haut standing,0,0,0,194000
Yopougon,54.0,1.0,16.0,3,Haut standing,0,1,1,99000
Yopougon,77.0,2.0,12.0,2,Haut standing,0,0,0,140000
Cocody,156.0,7.0,13.0,2,Économique,0,1,1,677000
Abobo,98.0,5.0,8.0,10,Économique,0,1,0,156000
Bingerville,72.0,2.0,26.0,4,Moyen,0,1,1,189000
Plateau,40.0,3.0,19.0,6,Économique,0,0,1,213000
Abobo,101.0,3.0,37.0,11,Économique,0,1,0,121000
Adjamé,174.0,7.0,11.0,6,Économique,0,0,0,344000
Yopougon,79.0,4.0,21.0,6,Haut standing,0,0,0,120000
Adjamé,57.0,1.0,36.0,2,Économique,0,0,0,67000
Yopougon,123.0,4.0,38.0,8,Économique,0,1,0,144000
Yopougon,159.0,5.0,30.0,5,Économique,0,1,0,187000
Cocody,85.0,4.0,12.0,10,Moyen,0,1,1,560000
Adjamé,130.0,6.0,0.0,11,Économique,0,1,0,313000
