client_id,age,anciennete_mois,conso_data_go,minutes_appel,nb_sms,facture_mensuelle,nb_reclamations,churn
5820,23,17,33.8,96,82,56100,2,0
5821,24,62,25.8,152,84,42600,4,1
5822,20,65,2.5,89,16,2200,1,0
5823,37,50,28.2,475,102,60600,1,0
5824,28,11,2.5,75,17,3700,4,1
5825,42,9,4.9,85,21,8600,1,0
5826,26,41,4.0,554,107,20100,2,0
5827,64,4,3.8,390,119,16100,1,1
5828,30,27,6.5,123,20,14100,2,0
5829,44,33,49.9,502,156,95200,1,0
5830,39,56,7.5,75,29,11800,2,0
5831,29,80,28.6,564,140,58500,1,0
5832,67,50,31.2,150,64,49700,4,1
5833,23,11,2.2,123,14,10000,0,0
5834,60,74,5.3,101,15,11700,2,0
5835,33,19,7.1,536,120,27300,1,0
5836,41,60,27.9,531,196,57400,0,0
5837,43,21,33.6,172,61,58100,0,0
5838,34,49,54.3,722,128,99600,1,1
5839,55,91,9.2,592,64,30100,2,1
5840,23,56,5.4,134,15,15100,3,0
5841,59,74,2.7,54,33,5700,1,0
5842,62,35,33.2,157,82,53300,3,1
5843,37,81,25.7,149,31,40700,6,1
5844,50,14,20.5,90,77,32700,2,1
5845,29,61,2.7,82,41,10300,2,0
5846,60,58,4.7,572,141,23600,4,0
5847,33,72,45.7,681,128,84200,0,0
5848,38,79,6.2,532,60,21800,1,0
5849,23,6,5.2,66,18,9800,0,0
5850,59,70,33.8,180,73,57600,1,0
5851,47,71,4.8,492,76,20000,1,0
5852,62,81,45.2,773,135,86000,1,0
5853,30,7,3.0,149,21,6700,1,1
5854,54,11,15.2,200,99,28300,8,1
5855,22,36,9.6,457,99,24100,3,0
5856,64,17,3.7,117,28,11100,0,0
5857,66,45,3.1,73,24,10600,1,0
5858,54,44,6.5,491,85,24400,3,1
5859,65,64,7.6,126,39,15000,1,0
5860,45,47,33.0,142,34,50800,3,0
5861,39,23,29.8,182,82,51900,2,1
5862,64,28,4.7,116,33,9200,0,0
5863,48,10,47.7,736,152,88900,1,1
5864,53,26,7.1,146,24,17500,1,0
5865,51,5,7.1,331,150,21800,1,1
5866,57,44,43.2,506,125,80400,0,0
5867,37,80,3.2,129,33,7600,0,0
5868,46,19,8.6,306,149,21300,1,0
5869,52,61,25.4,98,80,44800,2,0
5870,21,62,3.5,108,40,6600,0,0
5871,68,81,20.8,157,58,32100,2,0
5872,42,22,6.5,444,109,26100,1,0
5873,65,6,5.9,313,133,20800,3,1
5874,68,43,26.2,574,108,56700,0,0
5875,47,75,4.1,109,42,8400,2,0
5876,49,15,6.3,536,54,22900,1,0
5877,68,66,21.6,90,35,34400,2,0
5878,65,41,4.0,57,27,7700,2,0
5879,58,86,23.7,145,86,39900,5,1
5880,20,1,7.1,53,33,13500,0,0
5881,52,58,18.7,87,48,29800,4,1
5882,49,69,7.9,90,37,14500,1,0
5883,38,53,5.9,127,48,12100,1,0
5884,29,49,4.4,574,87,23100,0,0
5885,41,37,7.9,75,48,13200,2,0
5886,56,66,3.1,62,14,4300,2,0
5887,64,29,3.3,487,117,19400,2,0
5888,21,24,55.5,642,182,101900,0,0
5889,27,19,23.9,124,44,39700,4,1
5890,20,66,20.9,141,57,37400,6,1
5891,39,68,3.0,70,18,3600,0,0
5892,30,63,7.6,451,116,24700,0,0
5893,35,26,4.1,111,30,9100,3,1
5894,41,52,4.4,50,24,5000,0,0
5895,25,88,6.3,76,24,12100,3,1
5896,41,1,3.3,92,19,8500,0,0
5897,34,52,55.9,598,124,99700,0,1
5898,25,73,46.7,690,186,90100,0,0
5899,36,7,27.0,130,45,44400,1,0
5900,27,31,4.8,105,27,8200,2,0
5901,39,2,4.5,103,23,10900,0,1
5902,25,37,37.2,696,155,80100,0,0
5903,51,32,25.4,129,92,37700,2,1
5904,54,63,38.0,754,145,74200,0,1
5905,57,55,6.1,147,37,13200,0,0
5906,27,61,6.6,561,137,23200,3,0
5907,33,43,3.3,141,33,11300,0,0
5908,20,82,31.2,450,192,58700,1,0
5909,38,34,42.4,758,160,87400,0,0
5910,30,16,6.5,591,53,25600,1,0
5911,50,71,34.2,81,64,55000,1,1
5912,66,79,30.5,571,92,60100,0,0
5913,23,85,4.4,85,34,8500,1,0
5914,47,61,59.7,589,130,107200,0,0
5915,63,83,2.5,84,21,2600,1,0
5916,21,10,24.3,137,83,41700,4,0
5917,56,39,9.5,371,115,23800,7,1
5918,18,91,8.9,426,121,21000,0,0
5919,68,86,18.5,159,48,34600,1,0
5920,65,15,7.4,441,147,25000,3,1
5921,46,31,3.2,525,128,16500,3,0
5922,54,14,34.3,184,65,56700,6,1
5923,67,39,6.0,73,45,13200,0,0
5924,43,22,9.7,567,107,28100,3,0
5925,56,33,44.6,694,96,83800,0,0
5926,67,90,5.1,371,119,16900,7,1
5927,43,13,5.0,67,42,9000,2,0
5928,42,21,7.3,105,47,13200,0,0
5929,69,42,51.5,655,152,94000,0,0
5930,24,36,7.0,111,21,13400,0,0
5931,29,85,34.3,761,174,71000,1,0
5932,66,24,2.1,90,14,7000,4,1
5933,43,16,7.3,142,48,15700,3,0
5934,36,9,34.7,553,95,72400,0,1
5935,50,69,5.8,363,139,17100,3,1
5936,59,11,47.5,506,142,82000,0,1
5937,22,62,28.9,682,86,61100,1,1
5938,24,59,6.5,114,36,16500,3,1
5939,28,36,2.2,136,25,8300,1,0
5940,57,46,4.4,120,49,8400,3,0
5941,52,30,5.2,116,18,14700,0,0
5942,61,47,2.2,132,16,7000,0,0
5943,51,64,7.2,101,44,14300,1,0
5944,53,80,2.1,102,35,5900,0,0
5945,40,95,6.0,71,20,11100,4,0
5946,63,31,2.5,60,42,5700,1,1
5947,44,22,6.8,590,69,24600,4,1
5948,58,54,5.6,482,89,19100,2,0
5949,43,33,3.3,111,28,2700,0,0
5950,63,14,3.4,59,46,10700,2,1
5951,65,48,28.9,115,56,47700,3,1
5952,53,34,52.3,452,185,92800,1,0
5953,26,39,30.9,151,99,52200,2,0
5954,66,47,31.2,174,58,50900,2,0
5955,57,48,2.7,139,21,9300,2,0
5956,20,89,5.4,97,19,9500,0,0
5957,19,14,30.0,170,91,48500,0,0
5958,20,19,32.5,155,42,53900,0,0
5959,18,39,36.4,507,95,67900,0,0
5960,39,10,9.4,512,108,28400,2,1
5961,40,52,16.9,105,76,29600,1,0
5962,48,1,4.2,104,19,10000,1,0
5963,25,18,34.4,613,146,71400,0,0
5964,52,9,7.9,128,14,15100,0,0
5965,57,77,22.2,150,41,38700,2,0
5966,60,69,29.8,83,36,49000,1,0
5967,44,55,18.6,148,80,36800,0,0
5968,45,86,8.6,336,62,20000,4,0
5969,25,3,59.8,572,185,106600,0,1
5970,29,7,4.3,125,34,7600,0,0
5971,63,9,39.5,524,128,75300,0,1
5972,23,23,18.3,194,76,31800,2,1
5973,50,32,40.1,708,103,81500,2,1
5974,66,65,4.6,497,57,18200,3,0
5975,46,17,10.0,303,91,22400,1,0
5976,48,56,5.4,112,41,15300,1,0
5977,31,57,28.4,597,183,60100,2,1
5978,23,23,4.7,83,44,10600,2,0
5979,43,49,5.4,80,40,14200,0,0
5980,52,30,2.2,76,27,7400,2,0
5981,28,30,2.9,121,50,10000,2,0
5982,58,29,6.4,483,136,25600,3,0
5983,25,86,27.5,723,115,60900,0,0
5984,61,79,6.8,387,88,22800,1,0
5985,30,12,4.3,52,27,2200,0,0
5986,38,94,17.6,113,97,30700,2,0
5987,62,18,8.9,465,119,24100,1,0
5988,66,55,34.6,475,134,62700,1,1
5989,33,48,15.9,96,44,27000,2,1
5990,24,95,7.1,491,68,20900,3,0
5991,66,68,26.3,172,70,42800,0,0
5992,31,12,7.3,527,69,24700,0,0
5993,22,84,59.5,448,160,100300,1,0
5994,56,84,27.9,510,181,54000,1,0
5995,21,29,58.9,699,135,103300,0,1
5996,20,79,6.9,126,34,14500,0,0
5997,67,54,6.1,538,132,24700,2,0
5998,29,52,23.5,155,96,39800,4,1
5999,59,46,28.4,745,125,64600,0,0
6000,69,10,18.6,178,100,34100,3,0
6001,48,9,6.2,144,23,14200,1,1
6002,25,66,21.1,198,31,38100,3,0
6003,56,48,4.8,132,20,12700,0,0
6004,52,65,2.9,67,45,8400,1,0
6005,45,59,54.5,681,98,99200,0,0
6006,24,23,38.7,613,104,75300,1,0
6007,38,39,9.9,415,55,25600,4,1
6008,31,39,34.7,178,65,59600,3,1
6009,49,92,2.2,81,12,5600,3,0
6010,64,43,2.9,80,39,6200,1,0
6011,69,16,6.8,59,17,13400,1,0
6012,59,88,18.1,100,82,33400,5,1
6013,46,93,31.5,90,96,53800,3,0
6014,47,18,6.1,443,119,25900,3,1
6015,21,57,8.3,536,118,22200,7,1
6016,27,9,9.5,574,83,28900,1,0
6017,39,70,8.9,560,96,26900,2,0
6018,68,93,6.4,60,11,12400,0,0
6019,42,64,3.7,77,47,7400,3,0
6020,37,25,2.4,71,49,9800,2,0
6021,42,74,7.5,349,69,21100,2,0
6022,39,9,5.5,98,46,9200,1,0
6023,38,18,9.7,489,65,25700,1,1
6024,61,10,5.7,364,97,19300,4,0
6025,19,19,7.8,486,91,22000,1,0
6026,26,68,22.5,83,72,33500,3,1
6027,19,91,27.6,127,90,45400,0,0
6028,49,69,18.5,164,97,33800,1,1
6029,51,9,4.0,330,58,14300,5,1
6030,23,64,49.8,738,101,96700,0,0
6031,46,41,24.2,161,45,43200,4,1
6032,47,9,4.0,450,67,15600,4,1
6033,34,24,21.0,152,65,38300,2,0
6034,36,74,7.5,489,133,29500,3,0
6035,63,30,5.9,422,146,19500,1,0
6036,45,64,42.1,508,141,72500,1,0
6037,51,13,18.1,97,72,29900,1,0
6038,41,88,40.5,617,189,79300,2,0
6039,21,88,55.7,675,157,104000,0,0
6040,51,42,7.3,86,45,12500,2,0
6041,51,13,4.8,92,19,13800,1,0
6042,20,27,3.3,404,51,16700,3,1
6043,19,84,30.3,82,44,48500,3,0
6044,54,39,32.9,433,108,62200,2,1
6045,66,12,6.1,108,16,12300,3,0
6046,40,5,6.1,98,30,12100,3,1
6047,35,46,2.3,60,44,3900,1,0
6048,37,63,4.3,67,16,9500,1,0
6049,57,45,6.7,56,40,9200,3,0
6050,22,67,6.2,93,44,12700,2,0
6051,25,25,2.5,81,46,5500,1,0
6052,56,18,2.0,69,46,5500,1,1
6053,45,75,23.9,133,74,36800,0,0
6054,35,14,15.8,178,66,30600,2,1
6055,33,46,7.4,67,32,11900,0,0
6056,45,72,22.1,166,52,39000,1,0
6057,69,34,4.3,110,29,10200,0,0
6058,34,53,41.5,626,129,74300,0,0
6059,30,79,6.9,133,31,9300,1,0
6060,29,94,7.9,324,100,24400,1,0
6061,65,62,7.5,66,21,15100,2,0
6062,69,8,45.8,441,100,83400,0,0
6063,21,32,3.0,57,49,8500,0,0
6064,30,79,4.9,118,23,12600,0,0
6065,58,62,2.8,113,13,6800,2,1
6066,50,8,6.6,73,11,14600,1,0
6067,64,33,48.2,453,171,90000,0,0
6068,64,32,35.7,401,131,66400,1,0
6069,49,13,4.6,121,38,8100,0,0
6070,62,6,5.0,93,29,8100,0,0
6071,65,3,6.7,365,88,15600,5,1
6072,47,80,58.8,657,193,107700,0,0
6073,58,65,32.3,505,191,62500,0,0
6074,20,66,30.8,519,139,60100,1,1
6075,40,57,31.8,102,63,50500,1,0
6076,69,83,6.6,55,21,9500,3,0
6077,54,51,30.6,163,86,51400,2,0
6078,57,93,6.0,109,17,13100,2,0
6079,39,60,8.0,336,125,21800,5,1
6080,35,28,5.9,513,115,22300,2,1
6081,30,20,25.1,136,39,44000,3,1
6082,47,93,7.1,549,132,23400,3,0
6083,31,15,3.9,587,134,20200,2,1
6084,38,1,7.8,51,43,15500,2,1
6085,26,24,31.6,103,35,49900,3,0
6086,47,39,8.6,475,109,26300,2,0
6087,61,86,21.8,194,98,35000,2,0
6088,29,93,7.6,492,124,24100,1,0
6089,57,2,37.3,667,140,74200,0,0
6090,33,50,53.4,505,180,93100,0,0
6091,46,22,15.5,173,60,27800,2,0
6092,55,24,29.9,172,54,51500,0,0
6093,55,22,19.9,140,60,28800,5,1
6094,22,6,9.7,448,120,29900,2,1
6095,61,80,59.0,540,150,105000,0,0
6096,55,58,6.9,314,129,19100,0,0
6097,36,17,3.0,424,91,15600,2,0
6098,41,15,46.0,480,100,80900,0,0
6099,52,38,5.7,552,96,21200,3,0
6100,31,1,9.5,426,142,26200,3,1
6101,25,91,31.2,150,87,49700,2,0
6102,27,77,27.6,99,85,45500,0,0
6103,52,79,31.3,82,85,47400,2,0
6104,35,53,5.4,61,48,11700,1,0
6105,34,31,3.9,79,20,8900,2,1
6106,45,72,41.7,767,116,80500,1,0
6107,32,60,3.8,149,31,9100,0,0
6108,65,6,2.3,58,13,2000,2,0
6109,50,31,3.7,594,129,23900,4,0
6110,34,1,9.9,436,121,25900,0,0
6111,27,4,19.6,133,99,34700,0,0
6112,37,84,4.9,76,45,6100,1,0
6113,30,51,4.4,113,32,10600,0,0
6114,60,59,3.3,56,24,7800,1,0
6115,49,23,2.8,95,15,10200,1,0
6116,39,79,7.5,112,39,13000,4,0
6117,53,52,15.2,133,63,26900,1,0
6118,50,48,24.4,161,91,39100,1,0
6119,19,20,7.4,590,100,24800,2,1
6120,33,75,53.3,620,176,97100,1,0
6121,65,35,17.7,148,80,32200,4,1
6122,59,12,6.9,92,31,11500,0,0
6123,25,24,44.5,749,127,91100,2,1
6124,51,80,3.4,131,16,10200,0,0
6125,37,38,8.9,442,110,23200,3,1
6126,55,88,3.0,119,37,7100,0,0
6127,65,5,24.9,89,71,41800,0,0
6128,29,57,50.1,419,105,86100,1,0
6129,52,70,4.7,60,38,12400,2,0
6130,26,40,48.1,451,187,88600,1,0
6131,31,21,3.2,72,36,9400,0,0
6132,39,16,5.2,474,89,21100,2,1
6133,37,77,21.7,130,57,37000,2,0
6134,63,28,25.2,192,55,45100,4,1
6135,24,82,33.3,111,59,55800,3,0
6136,33,42,50.4,776,117,94700,1,0
6137,54,65,34.8,102,72,54400,0,0
6138,30,50,20.8,96,91,32100,2,0
6139,43,39,18.5,118,47,30600,0,0
6140,31,67,33.0,179,95,53800,2,0
6141,47,85,3.2,114,42,8100,0,0
6142,65,68,2.5,139,48,9400,3,0
6143,25,67,7.7,460,147,23500,0,0
6144,38,67,32.8,120,68,53700,2,0
6145,60,83,30.2,95,78,48700,2,0
6146,53,75,8.5,514,122,28900,1,0
6147,41,32,59.5,749,143,108400,1,1
6148,38,82,5.5,63,18,7200,2,0
6149,35,72,58.5,583,186,103600,0,0
6150,35,29,5.0,316,80,11800,1,0
6151,43,3,3.9,54,19,6800,0,0
6152,47,54,2.4,122,37,5200,0,0
6153,48,90,37.9,718,155,77000,1,1
6154,41,28,6.0,134,27,14400,1,0
6155,21,41,6.1,100,31,12400,0,0
6156,24,92,6.6,71,28,12000,0,0
6157,64,80,4.4,103,38,8000,0,0
6158,27,89,4.4,70,34,10700,0,0
6159,68,80,29.6,94,63,47700,2,0
6160,60,63,17.4,158,63,30600,5,1
6161,28,3,9.1,414,62,25000,1,0
6162,22,51,34.9,593,116,68000,0,0
6163,49,34,31.8,545,138,60000,0,0
6164,50,12,40.8,589,187,77600,0,1
6165,57,45,31.9,183,49,54700,2,0
6166,65,95,8.0,351,96,22900,4,1
6167,23,39,4.2,569,126,18100,2,1
6168,44,34,2.9,103,45,6800,0,0
6169,29,22,5.8,137,44,11300,2,1
6170,33,50,3.6,132,13,6400,0,0
6171,40,50,5.1,141,49,13900,1,0
6172,65,55,6.5,87,27,9900,0,0
6173,22,7,4.2,121,17,9200,2,0
6174,26,14,4.2,93,18,12000,0,0
6175,34,43,3.1,143,17,6600,1,0
6176,53,56,4.9,84,33,14400,0,0
6177,31,37,4.5,572,73,18500,6,1
6178,38,8,4.2,97,36,6300,0,0
6179,67,13,7.5,121,23,17100,1,0
6180,39,39,53.9,456,170,94300,0,1
6181,20,29,18.1,163,67,31300,0,0
6182,21,80,43.5,561,130,82100,0,0
6183,43,73,9.3,409,69,22800,2,0
6184,68,15,7.0,57,21,12700,0,0
6185,35,45,6.2,86,20,11500,2,0
6186,49,70,46.7,497,115,83500,0,0
6187,60,53,4.3,85,45,8200,1,0
6188,53,57,5.7,87,27,11600,1,0
6189,21,60,7.2,383,63,18100,0,0
6190,29,26,6.9,118,38,15000,1,1
6191,20,66,6.6,132,31,13800,1,0
6192,46,51,8.8,586,112,28800,1,0
6193,32,36,2.6,109,47,6100,2,0
6194,35,45,9.9,340,146,24600,3,0
6195,52,42,29.5,138,95,50300,1,1
6196,34,22,7.1,102,12,15300,1,0
6197,27,81,37.7,599,95,71600,1,1
6198,62,33,7.8,144,26,15100,0,0
6199,40,7,8.6,416,92,26900,2,0
6200,34,24,5.3,575,119,22700,0,0
6201,57,94,15.7,176,53,28700,1,0
6202,20,23,37.8,666,184,76200,0,0
6203,61,80,6.1,85,13,6300,1,0
6204,34,9,7.1,96,10,11700,1,0
6205,31,82,40.1,582,109,79200,1,1
6206,63,82,2.0,71,22,4900,2,0
6207,18,12,23.5,187,34,39400,3,1
6208,22,93,5.6,514,123,23500,1,0
6209,19,67,6.6,95,40,13600,1,0
6210,69,24,2.6,63,34,3500,2,0
6211,46,22,3.1,126,37,6900,2,0
6212,33,38,7.1,335,117,21700,3,1
6213,51,72,28.2,92,91,44200,3,1
6214,68,95,16.3,149,63,31100,2,0
6215,31,76,33.9,444,169,58400,3,0
6216,54,31,8.4,313,121,22400,2,1
6217,45,37,3.7,78,25,11600,1,0
6218,57,32,37.3,674,125,73900,0,0
6219,40,33,9.7,446,142,25700,1,0
6220,60,58,5.3,514,147,21100,1,0
6221,38,4,22.8,196,31,40200,2,1
6222,40,53,55.7,523,154,97900,0,0
6223,62,50,25.4,115,51,42700,1,0
6224,42,84,33.2,189,71,55300,2,0
6225,49,67,18.4,113,31,28000,1,0
6226,40,74,5.3,122,19,11600,3,0
6227,63,4,24.4,181,87,39100,0,1
6228,28,58,51.0,428,101,89300,0,0
6229,42,47,7.6,483,128,25300,2,1
6230,24,12,6.7,77,36,9800,2,0
6231,42,54,3.5,440,101,19800,2,0
6232,66,82,7.6,95,45,14800,0,0
6233,37,53,2.7,117,41,6800,2,0
6234,61,14,20.8,185,69,37200,4,1
6235,25,72,4.7,374,86,17700,2,0
6236,29,49,6.8,116,25,9200,1,0
6237,21,32,19.9,139,84,35700,3,0
6238,44,9,20.0,139,33,33600,1,1
6239,63,87,52.7,619,169,98900,5,1
6240,69,85,2.3,98,29,6400,2,1
6241,66,76,34.1,448,154,64100,0,0
6242,21,69,3.3,67,36,8600,1,0
6243,25,28,55.8,586,173,101800,1,1
6244,69,55,9.3,382,136,19900,3,1
6245,39,31,6.6,551,106,22800,2,0
6246,63,93,31.1,131,50,50600,2,0
6247,66,38,5.7,108,37,13200,1,0
6248,37,32,31.7,197,32,50500,2,0
6249,20,68,16.2,119,76,29700,2,1
6250,22,90,21.3,174,70,36400,5,1
6251,61,69,5.5,130,37,10800,3,0
6252,51,95,17.8,178,76,34900,2,0
6253,19,90,25.1,550,174,56500,0,0
6254,32,32,44.5,497,157,77500,0,0
6255,53,63,34.0,116,98,54600,0,0
6256,58,4,22.3,99,58,37200,3,1
6257,69,71,32.8,433,147,61800,0,0
6258,67,73,38.2,571,141,73800,0,0
6259,26,37,3.9,63,29,9100,1,0
6260,59,37,23.6,129,54,38100,0,0
6261,41,28,30.5,170,46,51100,1,0
6262,59,85,25.7,105,39,45500,4,1
6263,34,29,7.0,60,45,13700,0,0
6264,44,80,5.2,362,121,17400,2,0
6265,64,7,34.7,91,50,52200,3,1
6266,20,27,21.4,185,50,35900,5,1
6267,32,48,4.8,83,41,10700,1,0
6268,53,66,7.8,430,124,25100,2,0
6269,18,10,31.8,148,69,56400,1,0
6270,60,37,8.2,378,112,25100,0,0
6271,53,50,26.2,144,44,42100,3,1
6272,39,29,6.5,106,30,12500,0,0
6273,48,34,33.5,548,106,64400,0,1
6274,44,53,18.7,85,92,31800,1,0
6275,66,30,4.5,142,39,13700,0,0
6276,57,15,17.4,80,38,26500,2,1
6277,66,75,6.7,103,13,14700,1,0
6278,40,77,53.3,402,176,92800,0,0
6279,56,62,31.1,92,41,50900,1,0
6280,55,22,3.2,99,24,4700,2,0
6281,27,57,9.2,490,131,23600,1,0
6282,65,24,3.3,459,81,17700,2,0
6283,34,55,4.9,53,35,9300,2,0
6284,67,13,4.8,529,103,24500,3,1
6285,67,26,7.6,84,33,15000,0,1
6286,67,66,4.4,353,100,17500,2,0
6287,50,53,24.3,99,81,40700,1,0
6288,20,66,8.8,497,57,26700,1,0
6289,39,53,6.9,58,49,9200,1,0
6290,20,65,4.3,71,16,7000,1,0
6291,66,5,33.0,84,77,52400,1,0
6292,56,43,53.2,617,85,95200,0,1
6293,69,81,5.1,110,15,12000,2,0
6294,31,69,53.8,558,184,95100,1,1
6295,28,48,7.3,105,38,14400,0,0
6296,26,23,7.9,83,27,13100,1,0
6297,51,59,26.0,179,60,45600,1,0
6298,59,6,22.1,93,99,36700,2,1
6299,26,13,23.5,188,77,39800,3,0
6300,52,23,6.0,126,16,12200,3,1
6301,32,9,3.6,529,57,20300,6,1
6302,49,95,4.0,459,115,18000,2,0
6303,59,65,6.2,368,134,16500,1,0
6304,51,52,46.1,777,105,89000,0,0
6305,61,69,32.1,132,39,52800,2,1
6306,31,70,17.5,187,33,30600,1,0
6307,38,74,6.2,134,20,12800,2,0
6308,28,32,8.0,479,90,28400,1,0
6309,42,78,3.5,92,41,8600,2,0
6310,67,27,52.1,661,101,97500,0,0
6311,22,39,25.4,773,108,60500,1,0
6312,28,8,30.5,90,32,47300,0,0
6313,61,89,20.5,103,49,32700,3,0
6314,54,79,27.7,139,55,45300,5,1
6315,21,61,4.2,463,60,18400,0,0
6316,51,23,55.6,411,135,92900,2,1
6317,61,80,2.8,91,17,5800,1,0
6318,53,49,6.7,330,53,19700,2,0
6319,54,88,5.2,426,131,20800,1,0
6320,27,48,23.5,184,99,38100,2,0
6321,69,49,25.6,114,90,43300,3,1
6322,63,23,6.3,96,28,14600,1,0
6323,20,35,6.1,53,21,10700,2,0
6324,58,57,17.0,141,69,29500,3,1
6325,23,35,30.3,89,53,52500,3,1
6326,62,35,6.5,350,150,19400,1,0
6327,49,59,9.6,553,122,27200,1,0
6328,23,32,15.9,198,32,27300,2,0
6329,32,20,6.8,78,39,15300,3,0
6330,18,30,4.2,116,48,11700,1,0
6331,46,10,24.6,89,37,37600,1,0
6332,68,88,3.2,116,31,8500,2,0
6333,30,95,3.1,478,134,16200,1,0
6334,40,62,2.1,141,39,6200,0,0
6335,53,64,5.2,405,116,21900,1,0
6336,27,80,7.6,77,41,12100,2,0
6337,27,31,7.0,470,144,25000,1,0
6338,28,56,9.2,494,105,25900,3,1
6339,51,45,4.5,319,88,15400,2,0
6340,65,43,30.7,424,117,59200,1,0
6341,61,27,25.1,80,69,39000,3,1
6342,20,78,31.4,183,72,50700,1,0
6343,57,49,3.4,62,14,7900,2,0
6344,37,65,24.0,176,31,43100,2,1
6345,66,57,22.3,89,59,34700,2,0
6346,59,29,35.3,541,116,68800,2,1
6347,36,34,30.7,131,71,48100,1,0
6348,20,73,5.9,55,26,11200,1,0
6349,65,93,5.9,64,28,10000,0,0
6350,49,3,6.2,578,132,22800,0,0
6351,40,1,8.6,381,86,20800,2,1
6352,49,84,9.3,464,131,29000,2,0
6353,41,93,28.5,601,108,58600,0,0
6354,44,51,47.0,503,175,85800,0,0
6355,41,79,9.5,345,93,21600,4,1
6356,42,14,8.4,380,71,25800,2,1
6357,61,41,17.3,157,58,34800,2,1
6358,68,61,7.5,133,24,13500,0,0
6359,28,19,26.4,105,62,41700,2,1
6360,41,69,9.1,403,81,23700,4,1
6361,32,66,28.2,767,199,64800,1,0
6362,53,22,18.5,164,62,33600,2,0
6363,61,54,20.6,142,36,35200,5,1
6364,66,70,5.6,90,23,10600,2,0
6365,28,87,27.9,146,85,48800,3,1
6366,42,9,34.4,690,161,71700,0,0
6367,49,92,32.8,112,75,50600,3,0
6368,49,79,9.0,524,66,25900,4,0
6369,56,16,50.0,763,83,95300,1,0
6370,63,55,2.2,121,40,6300,0,0
6371,29,43,4.8,94,20,10500,0,0
6372,47,24,8.5,523,74,26700,3,1
6373,25,70,7.5,123,22,14400,1,0
6374,46,73,7.5,97,39,14100,2,0
6375,47,94,6.0,494,147,22300,1,0
6376,56,17,3.1,327,108,15000,0,0
6377,38,23,3.0,64,48,5200,2,0
6378,39,7,4.2,99,33,8800,1,0
6379,31,92,49.1,531,147,87500,1,0
6380,25,32,22.0,191,100,35900,1,0
6381,41,93,31.6,171,44,50900,1,0
6382,42,75,4.9,437,82,17800,2,0
6383,59,94,7.2,453,105,26700,2,0
6384,49,41,20.1,127,31,36100,0,0
6385,23,13,23.7,193,89,40700,3,1
6386,52,62,8.7,385,64,22000,4,1
6387,58,21,27.3,91,49,44800,3,1
6388,64,55,31.9,119,40,51600,5,1
6389,19,54,5.0,147,21,6400,2,0
6390,21,4,46.3,609,107,87700,1,1
6391,62,2,2.7,75,39,3300,1,0
6392,18,57,6.0,552,75,24000,5,1
6393,59,74,33.6,122,42,54300,4,0
6394,25,38,6.3,583,95,22600,1,1
6395,58,77,6.5,129,37,13800,0,0
6396,49,18,38.2,490,90,70400,1,0
6397,43,4,29.5,100,35,47100,3,1
6398,57,15,3.7,594,100,17400,2,1
6399,52,40,2.6,138,14,8200,0,0
6400,39,55,2.5,118,21,9000,1,0
6401,24,75,39.0,485,185,75900,0,0
6402,59,5,6.6,96,11,13500,0,0
6403,21,63,15.3,137,59,31100,1,0
6404,51,92,7.9,140,33,16500,0,0
6405,57,57,3.1,149,47,5300,3,1
6406,32,48,9.1,551,142,28300,1,0
6407,21,51,30.9,506,108,59600,0,0
6408,39,14,32.9,119,99,56000,3,1
6409,61,2,51.8,669,170,94600,3,1
6410,50,46,4.4,573,53,18400,2,0
6411,67,22,40.5,425,113,75600,1,0
6412,53,78,4.3,135,32,11200,0,0
6413,66,73,59.1,430,113,104700,1,0
6414,57,58,5.8,321,133,18400,0,0
6415,35,35,34.0,617,163,68300,1,0
6416,68,52,4.1,140,47,10200,4,1
6417,23,3,5.5,77,33,8500,0,0
6418,24,65,6.3,66,25,8200,3,0
6419,46,70,5.7,66,16,9100,2,0
6420,30,47,7.6,115,31,16300,0,0
6421,49,28,27.0,87,91,45000,4,1
6422,54,26,31.5,122,99,51600,1,1
6423,42,7,5.1,117,48,10300,0,0
6424,18,48,4.1,596,70,20900,1,0
6425,21,37,4.0,138,32,6900,0,0
6426,52,39,46.4,407,88,83200,1,1
6427,59,34,5.5,105,38,8400,1,0
6428,59,71,2.3,99,38,8400,1,0
6429,68,64,2.2,103,24,6600,2,0
6430,35,58,5.2,82,31,10800,3,0
6431,24,7,7.4,112,37,17300,0,0
6432,53,93,8.2,432,81,23500,6,1
6433,62,19,23.7,107,66,39000,2,1
6434,37,44,6.0,60,14,11300,1,0
6435,32,87,2.7,136,22,5900,2,0
6436,66,40,5.0,124,49,11000,2,1
6437,68,38,5.7,134,45,13400,2,0
6438,62,6,8.8,438,106,23800,1,0
6439,61,48,6.6,127,19,13500,1,0
6440,58,51,31.6,85,37,49500,3,0
6441,38,21,4.8,138,39,14000,2,1
6442,68,87,29.2,141,95,48000,4,0
6443,20,91,9.3,341,68,22100,0,0
6444,42,23,6.3,86,45,9000,3,0
6445,42,36,3.9,53,25,8400,1,0
6446,19,28,22.6,199,77,37200,1,0
6447,39,24,45.0,466,176,81400,1,0
6448,19,28,9.4,390,142,23200,0,0
6449,24,18,25.0,128,61,41800,3,1
6450,20,31,33.4,115,92,52600,1,0
6451,50,64,2.8,133,15,12500,2,0
6452,67,49,18.3,197,57,31800,1,1
